LoanAmount,City,State,Zip,NAICSCode,BusinessType,JobsReported,DateApproved,MonthApproved,Lender,CD,NAICSCodeDefinition
38700,HONOLULU,HI,96814,236118,Subchapter S Corporation,3,2020-04-08T00:00:00Z,April,Central Pacific Bank,HI-01,Residential Remodelers
38700,HONOLULU,HI,96817,621112,Sole Proprietorship,0,2020-05-01T00:00:00Z,May,Central Pacific Bank,HI-01,"Offices of Physicians, Mental Health Specialists"
38690,HONOLULU,HI,96825,621320,Corporation,1,2020-04-30T00:00:00Z,April,First Hawaiian Bank,HI-01,Offices of Optometrists
38637,PEARL CITY,HI,96782,447190,Corporation,8,2020-04-27T00:00:00Z,April,Bank of Hawaii,HI-01,Other Gasoline Stations
38630,HONOLULU,HI,96815,541511,Corporation,4,2020-04-05T00:00:00Z,April,Central Pacific Bank,HI-01,Custom Computer Programming Services
38609,HONOLULU,HI,96821,722511,Corporation,4,2020-04-28T00:00:00Z,April,First Hawaiian Bank,HI-01,Full-Service Restaurants
38600,HONOLULU,HI,96819,487990,Limited  Liability Company(LLC),4,2020-04-15T00:00:00Z,April,Hawaii National Bank,HI-01,"Scenic and Sightseeing Transportation, Other"
38600,AIEA,HI,96701,813110,Non-Profit Organization,10,2020-04-05T00:00:00Z,April,"American Savings Bank, FSB",HI-01,Religious Organizations
38600,HALEIWA,HI,96712,238140,Corporation,8,2020-04-08T00:00:00Z,April,"American Savings Bank, FSB",HI-02,Masonry Contractors
38600,HONOLULU,HI,96818,238220,Corporation,0,2020-05-20T00:00:00Z,May,Central Pacific Bank,HI-01,"Plumbing, Heating, and Air-Conditioning Contractors"
38567,AIEA,HI,96701,813110,Non-Profit Organization,7,2020-04-29T00:00:00Z,April,First Hawaiian Bank,HI-01,Religious Organizations
38539,CAPTAIN COOK,HI,96704,812320,Corporation,6,2020-04-29T00:00:00Z,April,Cross River Bank,HI-02,Drycleaning and Laundry Services (except Coin-Operated)
38522,HILO,HI,96720,813110,Non-Profit Organization,0,2020-04-27T00:00:00Z,April,Bank of Hawaii,HI-02,Religious Organizations
38500,KAPOLEI,HI,96707,811310,Corporation,0,2020-05-04T00:00:00Z,May,Central Pacific Bank,HI-02,Commercial and Industrial Machinery and Equipment (except Automotive and Electronic) Repair and Maintenance
38500,HONOLULU,HI,96826,541611,Corporation,0,2020-05-07T00:00:00Z,May,Central Pacific Bank,HI-01,Administrative Management and General Management Consulting Services
38500,PEARL CITY,HI,96782,722513,Subchapter S Corporation,9,2020-04-13T00:00:00Z,April,"American Savings Bank, FSB",HI-01,Limited-Service Restaurants
38500,HONOLULU,HI,96816,811192,Corporation,4,2020-04-29T00:00:00Z,April,"American Savings Bank, FSB",HI-01,Car Washes
38500,KAPAA,HI,96746,711190,Corporation,14,2020-06-27T00:00:00Z,June,Gather FCU,HI-02,Other Performing Arts Companies
38500,HONOLULU,HI,96813,722513,Limited  Liability Company(LLC),12,2020-04-07T00:00:00Z,April,"American Savings Bank, FSB",HI-01,Limited-Service Restaurants
38500,HAIKU,HI,96708,813219,Subchapter S Corporation,6,2020-04-14T00:00:00Z,April,First Hawaiian Bank,HI-02,Other Grantmaking and Giving Services
38500,HONOLULU,HI,96817,311824,Corporation,3,2020-04-28T00:00:00Z,April,Hawaii National Bank,HI-01,"Dry Pasta, Dough, and Flour Mixes Manufacturing from Purchased Flour"
38462,WAILUKU,HI,96793,541618,Subchapter S Corporation,2,2020-05-03T00:00:00Z,May,Cross River Bank,HI-02,Other Management Consulting Services
38457,KAHULUI,HI,96732,424690,Limited  Liability Company(LLC),3,2020-05-05T00:00:00Z,May,Bank of Hawaii,HI-02,Other Chemical and Allied Products Merchant Wholesalers
38457,HONOLULU,HI,96815,611620,Limited  Liability Company(LLC),7,2020-04-30T00:00:00Z,April,First Hawaiian Bank,HI-01,Sports and Recreation Instruction
38457,HONOLULU,HI,96807,484210,Limited  Liability Company(LLC),0,2020-04-14T00:00:00Z,April,Central Pacific Bank,HI-01,Used Household and Office Goods Moving
38451,KAPOLEI,HI,96707,561720,Corporation,7,2020-05-07T00:00:00Z,May,"Kabbage, Inc.",HI-02,Janitorial Services
38430,HONOLULU,HI,96814,621210,Sole Proprietorship,0,2020-05-03T00:00:00Z,May,Central Pacific Bank,HI-01,Offices of Dentists
38425,MAKAWAO,HI,96768,238220,Subchapter S Corporation,3,2020-04-30T00:00:00Z,April,First Hawaiian Bank,HI-02,"Plumbing, Heating, and Air-Conditioning Contractors"
38417.5,HONOLULU,HI,96813,621111,Sole Proprietorship,3,2020-04-28T00:00:00Z,April,First Hawaiian Bank,HI-01,Offices of Physicians (except Mental Health Specialists)
38417,WAIPAHU,HI,96797,811122,Limited  Liability Company(LLC),0,2020-04-27T00:00:00Z,April,Central Pacific Bank,HI-01,Automotive Glass Replacement Shops
38400,HONOLULU,HI,96819,811198,Limited  Liability Company(LLC),3,2020-04-09T00:00:00Z,April,Central Pacific Bank,HI-01,All Other Automotive Repair and Maintenance
38400,HONOLULU,HI,96815,621340,Sole Proprietorship,2,2020-04-11T00:00:00Z,April,"American Savings Bank, FSB",HI-01,"Offices of Physical, Occupational and Speech Therapists, and Audiologists"
38400,HONOLULU,HI,96814,561920,Corporation,7,2020-04-05T00:00:00Z,April,"American Savings Bank, FSB",HI-01,Convention and Trade Show Organizers
38400,HONOLULU,HI,96826,425120,Corporation,2,2020-04-27T00:00:00Z,April,Central Pacific Bank,HI-01,Wholesale Trade Agents and Brokers
38400,KAHULUI,HI,96732,812112,Limited  Liability Company(LLC),7,2020-04-08T00:00:00Z,April,Central Pacific Bank,HI-02,Beauty Salons
38400,AIEA,HI,96701,424940,Limited  Liability Company(LLC),0,2020-05-20T00:00:00Z,May,Central Pacific Bank,HI-01,Tobacco Product and Electronic Cigarette Merchant Wholesalers
38400,HONOLULU,HI,96815,531120,Corporation,5,2020-05-02T00:00:00Z,May,"American Savings Bank, FSB",HI-01,Lessors of Nonresidential Buildings (except Miniwarehouses)
38395,HONOLULU,HI,96814,453220,Corporation,3,2020-04-27T00:00:00Z,April,Bank of Hawaii,HI-01,"Gift, Novelty, and Souvenir Stores"
38395,KAPAA,HI,96746,236115,Corporation,9,2020-05-13T00:00:00Z,May,Bank of Hawaii,HI-02,New Single-Family Housing Construction (except For-Sale Builders)
38390,AIEA,HI,96701,448140,Subchapter S Corporation,0,2020-04-15T00:00:00Z,April,Bank of Hawaii,HI-01,Family Clothing Stores
38377,KIHEI,HI,96753,453998,Corporation,3,2020-04-27T00:00:00Z,April,Bank of Hawaii,HI-02,All Other Miscellaneous Store Retailers (except Tobacco Stores)
38357,MILILANI,HI,96789,561730,Corporation,7,2020-04-27T00:00:00Z,April,Bank of Hawaii,HI-01,Landscaping Services
38355,HONOLULU,HI,96813,813910,Non-Profit Organization,3,2020-06-04T00:00:00Z,June,HawaiiUSA FCU,HI-01,Business Associations
38350,MAKAWAO,HI,96768,621111,Limited  Liability Company(LLC),0,2020-04-14T00:00:00Z,April,Bank of Hawaii,HI-02,Offices of Physicians (except Mental Health Specialists)
38332,HONOLULU,HI,96819,424490,Corporation,6,2020-05-07T00:00:00Z,May,First Hawaiian Bank,HI-01,Other Grocery and Related Products Merchant Wholesalers
38305,KIHEI,HI,96753,541211,Limited  Liability Company(LLC),0,2020-04-12T00:00:00Z,April,Bank of Hawaii,HI-02,Offices of Certified Public Accountants
38300,LAHAINA,HI,96761,561730,Limited  Liability Company(LLC),6,2020-04-16T00:00:00Z,April,First Hawaiian Bank,HI-02,Landscaping Services
38300,WAIPAHU,HI,96797,332323,Sole Proprietorship,5,2020-04-29T00:00:00Z,April,"American Savings Bank, FSB",HI-01,Ornamental and Architectural Metal Work Manufacturing
38300,HONOLULU,HI,96814,448150,Corporation,8,2020-04-16T00:00:00Z,April,Central Pacific Bank,HI-01,Clothing Accessories Stores
38300,LIHUE,HI,96766,722511,Sole Proprietorship,16,2020-05-06T00:00:00Z,May,First Hawaiian Bank,HI-02,Full-Service Restaurants
38300,KAILUA KONA,HI,96740,722511,Corporation,7,2020-05-07T00:00:00Z,May,"American Savings Bank, FSB",HI-02,Full-Service Restaurants
38300,HONOLULU,HI,96825,236115,Limited  Liability Company(LLC),2,2020-04-04T00:00:00Z,April,First Hawaiian Bank,HI-01,New Single-Family Housing Construction (except For-Sale Builders)
38300,EWA BEACH,HI,96706,541921,Corporation,12,2020-04-04T00:00:00Z,April,Central Pacific Bank,HI-01,"Photography Studios, Portrait"
38300,HONOLULU,HI,96817,722511,Corporation,9,2020-04-06T00:00:00Z,April,"American Savings Bank, FSB",HI-01,Full-Service Restaurants
38300,HONOLULU,HI,96813,621111,Limited  Liability Company(LLC),1,2020-04-07T00:00:00Z,April,"American Savings Bank, FSB",HI-01,Offices of Physicians (except Mental Health Specialists)
38300,EWA BEACH,HI,96706,446199,Limited  Liability Company(LLC),1,2020-04-08T00:00:00Z,April,Central Pacific Bank,HI-01,All Other Health and Personal Care Stores
38300,HONOLULU,HI,96822,611710,Limited  Liability Company(LLC),5,2020-04-15T00:00:00Z,April,Central Pacific Bank,HI-01,Educational Support Services
38300,HONOLULU,HI,96816,722511,Limited  Liability Company(LLC),3,2020-04-08T00:00:00Z,April,First Hawaiian Bank,HI-01,Full-Service Restaurants
38290,HONOLULU,HI,96817,448150,Corporation,6,2020-04-28T00:00:00Z,April,First Hawaiian Bank,HI-01,Clothing Accessories Stores
38272,KAHULUI,HI,96732,621310,Limited  Liability Company(LLC),5,2020-05-15T00:00:00Z,May,Intuit Financing Inc.,HI-02,Offices of Chiropractors
38270,HONOLULU,HI,96826,611710,Limited  Liability Company(LLC),10,2020-04-27T00:00:00Z,April,Bank of Hawaii,HI-01,Educational Support Services
38205,WAILUKU,HI,96793,711190,Limited  Liability Company(LLC),7,2020-08-03T00:00:00Z,August,Cross River Bank,HI-02,Other Performing Arts Companies
38200,HONOLULU,HI,96813,541690,Sole Proprietorship,3,2020-04-10T00:00:00Z,April,"American Savings Bank, FSB",HI-01,Other Scientific and Technical Consulting Services
38200,KAHULUI,HI,96732,448140,Corporation,5,2020-04-13T00:00:00Z,April,Bank of Hawaii,HI-02,Family Clothing Stores
38200,WAILUKU,HI,96761,711130,Corporation,1,2020-04-04T00:00:00Z,April,First Hawaiian Bank,HI-02,Musical Groups and Artists
38200,MAKAWAO,HI,96768,531210,Corporation,5,2020-05-13T00:00:00Z,May,"American Savings Bank, FSB",HI-02,Offices of Real Estate Agents and Brokers
38200,KAHULUI,HI,96732,424720,Corporation,3,2020-04-14T00:00:00Z,April,First Hawaiian Bank,HI-02,Petroleum and Petroleum Products Merchant Wholesalers (except Bulk Stations and Terminals)
38191,LAWAI,HI,96765,541611,Limited  Liability Company(LLC),6,2020-05-05T00:00:00Z,May,First Hawaiian Bank,HI-02,Administrative Management and General Management Consulting Services
38187,KAPOLEI,HI,96707,441310,Corporation,0,2020-04-15T00:00:00Z,April,Central Pacific Bank,HI-02,Automotive Parts and Accessories Stores
38160,WAIALUA,HI,96791,811121,Subchapter S Corporation,8,2020-04-29T00:00:00Z,April,WebBank,HI-02,"Automotive Body, Paint, and Interior Repair and Maintenance"
38153,HONOLULU,HI,96814,621112,Corporation,1,2020-04-29T00:00:00Z,April,"Bank of America, National Association",HI-01,"Offices of Physicians, Mental Health Specialists"
38137,HONOLULU,HI,96817,451120,Limited  Liability Company(LLC),6,2020-04-27T00:00:00Z,April,Bank of Hawaii,HI-01,"Hobby, Toy, and Game Stores"
38122.5,AIEA,HI,96701,238330,Subchapter S Corporation,5,2020-04-27T00:00:00Z,April,First Hawaiian Bank,HI-01,Flooring Contractors
38105,HONOLULU,HI,96813,621111,Limited  Liability Company(LLC),3,2020-04-15T00:00:00Z,April,Bank of Hawaii,HI-01,Offices of Physicians (except Mental Health Specialists)
38100,HONOLULU,HI,96817,621111,Sole Proprietorship,2,2020-04-15T00:00:00Z,April,First Hawaiian Bank,HI-01,Offices of Physicians (except Mental Health Specialists)
38100,KAILUA,HI,96734,511130,Limited  Liability Company(LLC),0,2020-04-29T00:00:00Z,April,Central Pacific Bank,HI-02,Book Publishers
38100,KAPOLEI,HI,96707,722513,Subchapter S Corporation,8,2020-04-13T00:00:00Z,April,"American Savings Bank, FSB",HI-02,Limited-Service Restaurants
38100,HONOLULU,HI,96814,561510,Corporation,5,2020-04-05T00:00:00Z,April,"American Savings Bank, FSB",HI-01,Travel Agencies
38100,HONOLULU,HI,96813,722511,Corporation,7,2020-04-09T00:00:00Z,April,Central Pacific Bank,HI-01,Full-Service Restaurants
38087,KAILUA,HI,96734,541611,Subchapter S Corporation,2,2020-04-29T00:00:00Z,April,First Hawaiian Bank,HI-02,Administrative Management and General Management Consulting Services
38087,WAIPAHU,HI,96797,621210,Corporation,6,2020-05-08T00:00:00Z,May,Bank of Hawaii,HI-01,Offices of Dentists
38070,HONOLULU,HI,96814,487210,Limited  Liability Company(LLC),0,2020-05-05T00:00:00Z,May,Central Pacific Bank,HI-01,"Scenic and Sightseeing Transportation, Water"
38055,HONOLULU,HI,96813,541110,Sole Proprietorship,2,2020-04-10T00:00:00Z,April,Bank of Hawaii,HI-01,Offices of Lawyers
38042.5,KAMUELA,HI,96743,624190,Non-Profit Organization,4,2020-04-30T00:00:00Z,April,First Hawaiian Bank,HI-02,Other Individual and Family Services
38034,HONOLULU,HI,96813,813110,Non-Profit Organization,0,2020-05-01T00:00:00Z,May,Central Pacific Bank,HI-01,Religious Organizations
38025,HONOLULU,HI,96813,541310,Subchapter S Corporation,0,2020-04-15T00:00:00Z,April,Bank of Hawaii,HI-01,Architectural Services
38000,WAIPAHU,HI,96797,238220,Corporation,0,2020-05-04T00:00:00Z,May,"American Savings Bank, FSB",HI-01,"Plumbing, Heating, and Air-Conditioning Contractors"
38000,HILO,HI,96720,722511,Corporation,6,2020-04-10T00:00:00Z,April,"American Savings Bank, FSB",HI-02,Full-Service Restaurants
38000,AIEA,HI,96701,722515,Limited  Liability Company(LLC),3,2020-04-10T00:00:00Z,April,"American Savings Bank, FSB",HI-01,Snack and Nonalcoholic Beverage Bars
38000,HONOLULU,HI,96816,722511,Limited  Liability Company(LLC),11,2020-04-04T00:00:00Z,April,First Hawaiian Bank,HI-01,Full-Service Restaurants
38000,KAILUA KONA,HI,96740,722511,Limited  Liability Company(LLC),22,2020-04-27T00:00:00Z,April,Central Pacific Bank,HI-02,Full-Service Restaurants
38000,HONOLULU,HI,96819,812199,Limited  Liability Company(LLC),6,2020-04-28T00:00:00Z,April,Hawaii National Bank,HI-01,Other Personal Care Services
38000,LAHAINA,HI,96761,713940,Corporation,27,2020-04-08T00:00:00Z,April,Central Pacific Bank,HI-02,Fitness and Recreational Sports Centers
37979,KAILUA,HI,96734,541511,Corporation,3,2020-04-05T00:00:00Z,April,Central Pacific Bank,HI-02,Custom Computer Programming Services
37964.47,PEARL CITY,HI,96782,624110,Non-Profit Organization,29,2020-07-20T00:00:00Z,July,Cross River Bank,HI-01,Child and Youth Services
37900,HILO,HI,96720,999990,Corporation,20,2020-04-28T00:00:00Z,April,Hawaii National Bank,HI-02,Not found
37900,HONOKAA,HI,96727,452990,Corporation,3,2020-04-10T00:00:00Z,April,"American Savings Bank, FSB",HI-02,Not found
37900,HONOLULU,HI,96813,424990,Limited  Liability Company(LLC),6,2020-04-05T00:00:00Z,April,"American Savings Bank, FSB",HI-01,Other Miscellaneous Nondurable Goods Merchant Wholesalers
37900,HONOLULU,HI,96813,611519,Corporation,4,2020-04-28T00:00:00Z,April,"American Savings Bank, FSB",HI-01,Other Technical and Trade Schools
37875,KAILUA,HI,96734,621210,Corporation,6,2020-04-27T00:00:00Z,April,Bank of Hawaii,HI-02,Offices of Dentists
37862.5,WAIKOLOA,HI,96738,813312,Non-Profit Organization,4,2020-05-01T00:00:00Z,May,First Hawaiian Bank,HI-02,"Environment, Conservation and Wildlife Organizations"
37858,HONOLULU,HI,96815,721110,Corporation,0,2020-05-07T00:00:00Z,May,Central Pacific Bank,HI-01,Hotels (except Casino Hotels) and Motels
37835,HONOLULU,HI,96816,722513,Corporation,10,2020-05-11T00:00:00Z,May,Bank of Hawaii,HI-01,Limited-Service Restaurants
37810,LIHUE,HI,96766,515112,Partnership,5,2020-04-16T00:00:00Z,April,Bank of Hawaii,HI-02,Radio Stations
37800,HONOLULU,HI,96817,424420,Corporation,4,2020-04-09T00:00:00Z,April,"American Savings Bank, FSB",HI-01,Packaged Frozen Food Merchant Wholesalers
37800,KIHEI,HI,96753,561720,Corporation,6,2020-05-03T00:00:00Z,May,"American Savings Bank, FSB",HI-02,Janitorial Services
37800,KAHULUI,HI,96732,722320,Limited  Liability Company(LLC),5,2020-04-16T00:00:00Z,April,First Hawaiian Bank,HI-02,Caterers
37800,HONOLULU,HI,96813,621111,Limited  Liability Company(LLC),0,2020-05-08T00:00:00Z,May,Central Pacific Bank,HI-01,Offices of Physicians (except Mental Health Specialists)
37800,HONOLULU,HI,96814,812112,Limited  Liability Company(LLC),14,2020-04-05T00:00:00Z,April,"American Savings Bank, FSB",HI-01,Beauty Salons
37800,HONOLULU,HI,96825,722511,Corporation,11,2020-04-28T00:00:00Z,April,Hawaii National Bank,HI-01,Full-Service Restaurants
37800,HONOLULU,HI,96819,541618,Limited  Liability Company(LLC),5,2020-04-07T00:00:00Z,April,First Hawaiian Bank,HI-01,Other Management Consulting Services
37800,HONOLULU,HI,96817,621210,Corporation,6,2020-04-08T00:00:00Z,April,Central Pacific Bank,HI-01,Offices of Dentists
37755,KANEOHE,HI,96744,811121,Corporation,3,2020-04-16T00:00:00Z,April,Bank of Hawaii,HI-02,"Automotive Body, Paint, and Interior Repair and Maintenance"
37747,KANEOHE,HI,96744,511210,Corporation,2,2020-04-27T00:00:00Z,April,Bank of Hawaii,HI-02,Software Publishers
37742,HONOLULU,HI,96816,453220,Corporation,3,2020-04-27T00:00:00Z,April,Bank of Hawaii,HI-01,"Gift, Novelty, and Souvenir Stores"
37732,CAPTAIN COOK,HI,96704,722513,Corporation,5,2020-04-27T00:00:00Z,April,Bank of Hawaii,HI-02,Limited-Service Restaurants
37731.5,PAHALA,HI,96777,112111,Partnership,8,2020-04-28T00:00:00Z,April,"American AgCredit, ACA",HI-02,Beef Cattle Ranching and Farming
37730,HONOLULU,HI,96816,722513,Limited  Liability Company(LLC),0,2020-04-13T00:00:00Z,April,Bank of Hawaii,HI-01,Limited-Service Restaurants
37700,HONOLULU,HI,96813,541110,Sole Proprietorship,3,2020-04-28T00:00:00Z,April,"American Savings Bank, FSB",HI-01,Offices of Lawyers
37700,WAIPAHU,HI,96797,238150,Limited  Liability Company(LLC),3,2020-04-29T00:00:00Z,April,Central Pacific Bank,HI-01,Glass and Glazing Contractors
37700,LIHUE,HI,96766,424450,Subchapter S Corporation,4,2020-05-06T00:00:00Z,May,Kaua'i Government Employees' FCU,HI-02,Confectionery Merchant Wholesalers
37700,HONOLULU,HI,96812,488510,Limited  Liability Company(LLC),2,2020-04-06T00:00:00Z,April,Central Pacific Bank,HI-01,Freight Transportation Arrangement
37700,AIEA,HI,96701,811211,Corporation,4,2020-04-28T00:00:00Z,April,Hawaii National Bank,HI-01,Consumer Electronics Repair and Maintenance
37700,HONOLULU,HI,96813,621111,Corporation,3,2020-04-07T00:00:00Z,April,First Hawaiian Bank,HI-01,Offices of Physicians (except Mental Health Specialists)
37700,HONOLULU,HI,96814,621210,Sole Proprietorship,5,2020-04-28T00:00:00Z,April,Central Pacific Bank,HI-01,Offices of Dentists
37700,HONOLULU,HI,96816,611430,Non-Profit Organization,2,2020-04-07T00:00:00Z,April,"American Savings Bank, FSB",HI-01,Professional and Management Development Training
37700,MILILANI,HI,96789,541613,Corporation,2,2020-04-08T00:00:00Z,April,"American Savings Bank, FSB",HI-01,Marketing Consulting Services
37700,HONOLULU,HI,96817,531210,Limited  Liability Company(LLC),5,2020-04-28T00:00:00Z,April,"American Savings Bank, FSB",HI-01,Offices of Real Estate Agents and Brokers
37697.5,KALAHEO,HI,96741,541380,Subchapter S Corporation,8,2020-04-28T00:00:00Z,April,First Hawaiian Bank,HI-02,Testing Laboratories and Services
37695,HONOLULU,HI,96816,112111,Limited  Liability Company(LLC),6,2020-04-11T00:00:00Z,April,"Compeer Financial, ACA",HI-01,Beef Cattle Ranching and Farming
37682.5,HALEIWA,HI,96712,339920,Limited  Liability Company(LLC),3,2020-04-27T00:00:00Z,April,First Hawaiian Bank,HI-02,Sporting and Athletic Goods Manufacturing
37630,MILILANI,HI,96789,722513,Limited  Liability Company(LLC),10,2020-06-02T00:00:00Z,June,First Hawaiian Bank,HI-01,Limited-Service Restaurants
37619,HONOLULU,HI,96816,453110,Subchapter S Corporation,0,2020-06-26T00:00:00Z,June,Bank of Hawaii,HI-01,Florists
37605,HONOLULU,HI,96813,811111,Limited  Liability Company(LLC),0,2020-04-14T00:00:00Z,April,Bank of Hawaii,HI-01,General Automotive Repair
37600,MILILANI,HI,96789,621111,Limited  Liability Company(LLC),0,2020-05-05T00:00:00Z,May,Central Pacific Bank,HI-01,Offices of Physicians (except Mental Health Specialists)
